provider,region_name,type,metro,country,latitude,longitude,zones
Google Cloud,,On Ramp,Calgary,Canada,50.9757755,-113.962417,
Amazon Web Services,,On Ramp,MontrÃ©al,Canada,45.49744333061516,-73.57040248232121,
Amazon Web Services,,On Ramp,MontrÃ©al,Canada,45.49744333061516,-73.57040248232121,
Google Cloud,,On Ramp,MontrÃ©al,Canada,45.49744333061516,-73.57040248232121,
Google Cloud,,On Ramp,MontrÃ©al,Canada,45.49744333061516,-73.57040248232121,
IBM Cloud,,On Ramp,MontrÃ©al,Canada,45.49744333061516,-73.57040248232121,
IBM Cloud,,On Ramp,MontrÃ©al,Canada,45.49744333061516,-73.57040248232121,
IBM Cloud,,On Ramp,MontrÃ©al,Canada,45.49744333061516,-73.57040248232121,
Microsoft Azure,,On Ramp,MontrÃ©al,Canada,45.49744333061516,-73.57040248232121,
Oracle Cloud,,On Ramp,MontrÃ©al,Canada,45.49744333061516,-73.57040248232121,
OVH,,On Ramp,MontrÃ©al,Canada,45.49744333061516,-73.57040248232121,
Microsoft Azure,,On Ramp,Quebec City,Canada,46.795640,-71.293071,
Amazon Web Services,,On Ramp,Toronto,Canada,43.644762,-79.388181,
Amazon Web Services,,On Ramp,Toronto,Canada,43.644762,-79.388181,
Google Cloud,,On Ramp,Toronto,Canada,43.644762,-79.388181,
Google Cloud,,On Ramp,Toronto,Canada,43.644762,-79.388181,
IBM Cloud,,On Ramp,Toronto,Canada,43.644762,-79.388181,
IBM Cloud,,On Ramp,Toronto,Canada,43.644762,-79.388181,
IBM Cloud,,On Ramp,Toronto,Canada,43.644762,-79.388181,
IBM Cloud,,On Ramp,Toronto,Canada,43.644762,-79.388181,
IBM Cloud,,On Ramp,Toronto,Canada,43.644762,-79.388181,
Microsoft Azure,,On Ramp,Toronto,Canada,43.644762,-79.388181,
Microsoft Azure,,On Ramp,Toronto,Canada,43.644762,-79.388181,
Oracle Cloud,,On Ramp,Toronto,Canada,43.644762,-79.388181,
OVH,,On Ramp,Toronto,Canada,43.644762,-79.388181,
Amazon Web Services,,On Ramp,Vancouver,Canada,49.287112,-123.119330,
Amazon Web Services,,On Ramp,Vancouver,Canada,49.287112,-123.119330,
Google Cloud,,On Ramp,Vancouver,Canada,49.287112,-123.119330,
Microsoft Azure,,On Ramp,Vancouver,Canada,49.287112,-123.119330,
Amazon Web Services,,On Ramp,Santiago,Chile,-33.357991,-70.676260,
Google Cloud,,On Ramp,Santiago,Chile,-33.357991,-70.676260,
Google Cloud,,On Ramp,Santiago,Chile,-33.357991,-70.676260,
Google Cloud,,On Ramp,Santiago,Chile,-33.357991,-70.676260,
Google Cloud,,On Ramp,Santiago,Chile,-33.357991,-70.676260,
Huawei Cloud,,On Ramp,Santiago,Chile,-33.357991,-70.676260,
Huawei Cloud,,On Ramp,Santiago,Chile,-33.357991,-70.676260,
Microsoft Azure,,On Ramp,Santiago,Chile,-33.357991,-70.676260,
Oracle Cloud,,On Ramp,Santiago,Chile,-33.357991,-70.676260,
Oracle Cloud,,On Ramp,ValparaÃ­so,Chile,-33.12214717768524,-71.57639563672717,
Alibaba Cloud,,On Ramp,Beijing,China,39.987962,116.499024,
Alibaba Cloud,,On Ramp,Beijing,China,39.987962,116.499024,
Alibaba Cloud,,On Ramp,Beijing,China,39.987962,116.499024,
Alibaba Cloud,,On Ramp,Beijing,China,39.987962,116.499024,
Alibaba Cloud,,On Ramp,Beijing,China,39.987962,116.499024,
Alibaba Cloud,,On Ramp,Beijing,China,39.987962,116.499024,
Alibaba Cloud,,On Ramp,Beijing,China,39.987962,116.499024,
Alibaba Cloud,,On Ramp,Beijing,China,39.987962,116.499024,
Alibaba Cloud,,On Ramp,Beijing,China,39.987962,116.499024,
Alibaba Cloud,,On Ramp,Beijing,China,39.987962,116.499024,
Alibaba Cloud,,On Ramp,Beijing,China,39.987962,116.499024,
Alibaba Cloud,,On Ramp,Beijing,China,39.987962,116.499024,
Amazon Web Services,,On Ramp,Beijing,China,39.987962,116.499024,
Amazon Web Services,,On Ramp,Beijing,China,39.987962,116.499024,
Huawei Cloud,,On Ramp,Beijing,China,39.987962,116.499024,
Huawei Cloud,,On Ramp,Beijing,China,39.987962,116.499024,
Huawei Cloud,,On Ramp,Beijing,China,39.987962,116.499024,
Huawei Cloud,,On Ramp,Beijing,China,39.987962,116.499024,
Huawei Cloud,,On Ramp,Beijing,China,39.987962,116.499024,
Huawei Cloud,,On Ramp,Beijing,China,39.987962,116.499024,
Huawei Cloud,,On Ramp,Beijing,China,39.987962,116.499024,
Microsoft Azure,,On Ramp,Beijing,China,39.987962,116.499024,
Microsoft Azure,,On Ramp,Beijing,China,39.987962,116.499024,
Tencent Cloud,,On Ramp,Beijing,China,39.987962,116.499024,
Tencent Cloud,,On Ramp,Beijing,China,39.987962,116.499024,
Tencent Cloud,,On Ramp,Beijing,China,39.987962,116.499024,
Tencent Cloud,,On Ramp,Beijing,China,39.987962,116.499024,
Tencent Cloud,,On Ramp,Beijing,China,39.987962,116.499024,
Tencent Cloud,,On Ramp,Beijing,China,39.987962,116.499024,
Tencent Cloud,,On Ramp,Beijing,China,39.987962,116.499024,
Tencent Cloud,,On Ramp,Beijing,China,39.987962,116.499024,
Tencent Cloud,,On Ramp,Beijing,China,39.987962,116.499024,
Tencent Cloud,,On Ramp,Beijing,China,39.987962,116.499024,
Tencent Cloud,,On Ramp,Beijing,China,39.987962,116.499024,
Tencent Cloud,,On Ramp,Beijing,China,39.987962,116.499024,
Tencent Cloud,,On Ramp,Beijing,China,39.987962,116.499024,
Tencent Cloud,,On Ramp,Beijing,China,39.987962,116.499024,
Tencent Cloud,,On Ramp,Beijing,China,39.987962,116.499024,
Tencent Cloud,,On Ramp,Beijing,China,39.987962,116.499024,
Tencent Cloud,,On Ramp,Beijing,China,39.987962,116.499024,
Tencent Cloud,,On Ramp,Beijing,China,39.987962,116.499024,
Alibaba Cloud,,On Ramp,Changsha,China,28.228209,112.938814,
Tencent Cloud,,On Ramp,Changsha,China,28.228209,112.938814,
Alibaba Cloud,,On Ramp,Changshu,China,31.653584,120.752507,
Alibaba Cloud,,On Ramp,Chengdu,China,30.572269,104.066541,
Alibaba Cloud,,On Ramp,Chengdu,China,30.572269,104.066541,
Alibaba Cloud,,On Ramp,Chengdu,China,30.572269,104.066541,
Huawei Cloud,,On Ramp,Chengdu,China,30.572269,104.066541,
Tencent Cloud,,On Ramp,Chengdu,China,30.572269,104.066541,
Tencent Cloud,,On Ramp,Chengdu,China,30.572269,104.066541,
Tencent Cloud,,On Ramp,Chongqing,China,29.563010,106.551557,
Tencent Cloud,,On Ramp,Chongqing,China,29.563010,106.551557,
Alibaba Cloud,,On Ramp,Dalian,China,38.943810,121.576523,
Alibaba Cloud,,On Ramp,Fuzhou,China,26.058969999999999,119.33024,
Tencent Cloud,,On Ramp,Fuzhou,China,26.058969999999999,119.33024,
Alibaba Cloud,,On Ramp,Guangzhou,China,23.129110,113.264385,
Alibaba Cloud,,On Ramp,Guangzhou,China,23.129110,113.264385,
Alibaba Cloud,,On Ramp,Guangzhou,China,23.129110,113.264385,
Alibaba Cloud,,On Ramp,Guangzhou,China,23.129110,113.264385,
Alibaba Cloud,,On Ramp,Guangzhou,China,23.129110,113.264385,
Alibaba Cloud,,On Ramp,Guangzhou,China,23.129110,113.264385,
Huawei Cloud,,On Ramp,Guangzhou,China,23.129110,113.264385,
Huawei Cloud,,On Ramp,Guangzhou,China,23.129110,113.264385,
Huawei Cloud,,On Ramp,Guangzhou,China,23.129110,113.264385,
Huawei Cloud,,On Ramp,Guangzhou,China,23.129110,113.264385,
Huawei Cloud,,On Ramp,Guangzhou,China,23.129110,113.264385,
Huawei Cloud,,On Ramp,Guangzhou,China,23.129110,113.264385,
Huawei Cloud,,On Ramp,Guangzhou,China,23.129110,113.264385,
Huawei Cloud,,On Ramp,Guangzhou,China,23.129110,113.264385,
Huawei Cloud,,On Ramp,Guangzhou,China,23.129110,113.264385,
Huawei Cloud,,On Ramp,Guangzhou,China,23.129110,113.264385,
Tencent Cloud,,On Ramp,Guangzhou,China,23.129110,113.264385,
Tencent Cloud,,On Ramp,Guangzhou,China,23.129110,113.264385,
Tencent Cloud,,On Ramp,Guangzhou,China,23.129110,113.264385,
Tencent Cloud,,On Ramp,Guangzhou,China,23.129110,113.264385,
Tencent Cloud,,On Ramp,Guangzhou,China,23.129110,113.264385,
Tencent Cloud,,On Ramp,Guangzhou,China,23.129110,113.264385,
Tencent Cloud,,On Ramp,Guangzhou,China,23.129110,113.264385,
Huawei Cloud,,On Ramp,Guiyang,China,26.647661,106.630153,
Huawei Cloud,,On Ramp,Guiyang,China,26.647661,106.630153,
Huawei Cloud,,On Ramp,Guiyang,China,26.647661,106.630153,
Alibaba Cloud,,On Ramp,Hangzhou,China,30.274085,120.155070,
Alibaba Cloud,,On Ramp,Hangzhou,China,30.274085,120.155070,
Alibaba Cloud,,On Ramp,Hangzhou,China,30.274085,120.155070,
Alibaba Cloud,,On Ramp,Hangzhou,China,30.274085,120.155070,
Alibaba Cloud,,On Ramp,Hangzhou,China,30.274085,120.155070,
Alibaba Cloud,,On Ramp,Hangzhou,China,30.274085,120.155070,
Alibaba Cloud,,On Ramp,Hangzhou,China,30.274085,120.155070,
Alibaba Cloud,,On Ramp,Hangzhou,China,30.274085,120.155070,
Alibaba Cloud,,On Ramp,Hangzhou,China,30.274085,120.155070,
Tencent Cloud,,On Ramp,Hangzhou,China,30.274085,120.155070,
Tencent Cloud,,On Ramp,Hangzhou,China,30.274085,120.155070,
Tencent Cloud,,On Ramp,Hangzhou,China,30.274085,120.155070,
Tencent Cloud,,On Ramp,Hefei,China,,,
Alibaba Cloud,,On Ramp,Heyuan,China,23.730419,114.680023,
Alibaba Cloud,,On Ramp,Heyuan,China,23.730419,114.680023,
Alibaba Cloud,,On Ramp,Hong Kong,China,22.266098,114.246512,
Alibaba Cloud,,On Ramp,Hong Kong,China,22.266098,114.246512,
Alibaba Cloud,,On Ramp,Hong Kong,China,22.266098,114.246512,
Alibaba Cloud,,On Ramp,Hong Kong,China,22.266098,114.246512,
Alibaba Cloud,,On Ramp,Hong Kong,China,22.266098,114.246512,
Alibaba Cloud,,On Ramp,Hong Kong,China,22.266098,114.246512,
Amazon Web Services,,On Ramp,Hong Kong,China,22.266098,114.246512,
Amazon Web Services,,On Ramp,Hong Kong,China,22.266098,114.246512,
Google Cloud,,On Ramp,Hong Kong,China,22.266098,114.246512,
Google Cloud,,On Ramp,Hong Kong,China,22.266098,114.246512,
Google Cloud,,On Ramp,Hong Kong,China,22.266098,114.246512,
Huawei Cloud,,On Ramp,Hong Kong,China,22.266098,114.246512,
Huawei Cloud,,On Ramp,Hong Kong,China,22.266098,114.246512,
Huawei Cloud,,On Ramp,Hong Kong,China,22.266098,114.246512,
Huawei Cloud,,On Ramp,Hong Kong,China,22.266098,114.246512,
IBM Cloud,,On Ramp,Hong Kong,China,22.266098,114.246512,
Microsoft Azure,,On Ramp,Hong Kong,China,22.266098,114.246512,
Microsoft Azure,,On Ramp,Hong Kong,China,22.266098,114.246512,
Tencent Cloud,,On Ramp,Hong Kong,China,22.266098,114.246512,
Tencent Cloud,,On Ramp,Hong Kong,China,22.266098,114.246512,
Tencent Cloud,,On Ramp,Hong Kong,China,22.266098,114.246512,
Alibaba Cloud,,On Ramp,Huhehaote,China,40.842585,111.749181,
Alibaba Cloud,,On Ramp,Huhehaote,China,40.842585,111.749181,
Alibaba Cloud,,On Ramp,Huhehaote,China,40.842585,111.749181,
Alibaba Cloud,,On Ramp,Jinan,China,36.655510,116.967010,
Tencent Cloud,,On Ramp,Jinan,China,36.655510,116.967010,
Alibaba Cloud,,On Ramp,Nanjing,China,31.9212979,118.8630864,
Tencent Cloud,,On Ramp,Nanjing,China,31.9212979,118.8630864,
Tencent Cloud,,On Ramp,Nanjing,China,31.9212979,118.8630864,
Tencent Cloud,,On Ramp,Nanjing,China,31.9212979,118.8630864,
Alibaba Cloud,,On Ramp,Qingdao,China,36.087417,120.342734,
Alibaba Cloud,,On Ramp,Qingdao,China,36.087417,120.342734,
Huawei Cloud,,On Ramp,Qingdao,China,36.087417,120.342734,
Alibaba Cloud,,On Ramp,Shanghai,China,31.254154,121.484363,
Alibaba Cloud,,On Ramp,Shanghai,China,31.254154,121.484363,
Alibaba Cloud,,On Ramp,Shanghai,China,31.254154,121.484363,
Alibaba Cloud,,On Ramp,Shanghai,China,31.254154,121.484363,
Alibaba Cloud,,On Ramp,Shanghai,China,31.254154,121.484363,
Alibaba Cloud,,On Ramp,Shanghai,China,31.254154,121.484363,
Alibaba Cloud,,On Ramp,Shanghai,China,31.254154,121.484363,
Alibaba Cloud,,On Ramp,Shanghai,China,31.254154,121.484363,
Alibaba Cloud,,On Ramp,Shanghai,China,31.254154,121.484363,
Alibaba Cloud,,On Ramp,Shanghai,China,31.254154,121.484363,
Alibaba Cloud,,On Ramp,Shanghai,China,31.254154,121.484363,
Alibaba Cloud,,On Ramp,Shanghai,China,31.254154,121.484363,
Alibaba Cloud,,On Ramp,Shanghai,China,31.254154,121.484363,
Alibaba Cloud,,On Ramp,Shanghai,China,31.254154,121.484363,
Alibaba Cloud,,On Ramp,Shanghai,China,31.254154,121.484363,
Amazon Web Services,,On Ramp,Shanghai,China,31.254154,121.484363,
Huawei Cloud,,On Ramp,Shanghai,China,31.254154,121.484363,
Huawei Cloud,,On Ramp,Shanghai,China,31.254154,121.484363,
Huawei Cloud,,On Ramp,Shanghai,China,31.254154,121.484363,
Huawei Cloud,,On Ramp,Shanghai,China,31.254154,121.484363,
Huawei Cloud,,On Ramp,Shanghai,China,31.254154,121.484363,
Huawei Cloud,,On Ramp,Shanghai,China,31.254154,121.484363,
Huawei Cloud,,On Ramp,Shanghai,China,31.254154,121.484363,
Huawei Cloud,,On Ramp,Shanghai,China,31.254154,121.484363,
Huawei Cloud,,On Ramp,Shanghai,China,31.254154,121.484363,
Huawei Cloud,,On Ramp,Shanghai,China,31.254154,121.484363,
Huawei Cloud,,On Ramp,Shanghai,China,31.254154,121.484363,
Microsoft Azure,,On Ramp,Shanghai,China,31.254154,121.484363,
Microsoft Azure,,On Ramp,Shanghai,China,31.254154,121.484363,
Microsoft Azure,,On Ramp,Shanghai,China,31.254154,121.484363,
Tencent Cloud,,On Ramp,Shanghai,China,31.254154,121.484363,
Tencent Cloud,,On Ramp,Shanghai,China,31.254154,121.484363,
Tencent Cloud,,On Ramp,Shanghai,China,31.254154,121.484363,
Tencent Cloud,,On Ramp,Shanghai,China,31.254154,121.484363,
Tencent Cloud,,On Ramp,Shanghai,China,31.254154,121.484363,
Tencent Cloud,,On Ramp,Shanghai,China,31.254154,121.484363,
Tencent Cloud,,On Ramp,Shanghai,China,31.254154,121.484363,
Tencent Cloud,,On Ramp,Shanghai,China,31.254154,121.484363,
Tencent Cloud,,On Ramp,Shanghai,China,31.254154,121.484363,
Tencent Cloud,,On Ramp,Shanghai,China,31.254154,121.484363,
Tencent Cloud,,On Ramp,Shanghai,China,31.254154,121.484363,
Tencent Cloud,,On Ramp,Shanghai,China,31.254154,121.484363,
Tencent Cloud,,On Ramp,Shanghai,China,31.254154,121.484363,
Tencent Cloud,,On Ramp,Shanghai,China,31.254154,121.484363,
Tencent Cloud,,On Ramp,Shenyang,China,,,
Alibaba Cloud,,On Ramp,Shenzhen,China,22.543099,114.112556,
Alibaba Cloud,,On Ramp,Shenzhen,China,22.543099,114.112556,
Alibaba Cloud,,On Ramp,Shenzhen,China,22.543099,114.112556,
Alibaba Cloud,,On Ramp,Shenzhen,China,22.543099,114.112556,
Amazon Web Services,,On Ramp,Shenzhen,China,22.543099,114.112556,
Tencent Cloud,,On Ramp,Shenzhen,China,22.543099,114.112556,
Tencent Cloud,,On Ramp,Shenzhen,China,22.543099,114.112556,
Tencent Cloud,,On Ramp,Shenzhen,China,22.543099,114.112556,
Tencent Cloud,,On Ramp,Shenzhen,China,22.543099,114.112556,
Tencent Cloud,,On Ramp,Shenzhen,China,22.543099,114.112556,
Tencent Cloud,,On Ramp,Shenzhen,China,22.543099,114.112556,
Tencent Cloud,,On Ramp,Shenzhen,China,22.543099,114.112556,
Tencent Cloud,,On Ramp,Shenzhen,China,22.543099,114.112556,
Tencent Cloud,,On Ramp,Shijiazhuang,China,,,
Tencent Cloud,,On Ramp,Taiyuan,China,,,
Alibaba Cloud,,On Ramp,Tianjin,China,39.084158,117.200983,
Tencent Cloud,,On Ramp,Tianjin,China,39.084158,117.200983,
Alibaba Cloud,,On Ramp,Ulanqab,China,40.994785,113.132585,
Alibaba Cloud,,On Ramp,Ulanqab,China,40.994785,113.132585,
Alibaba Cloud,,On Ramp,Ulanqab,China,40.994785,113.132585,
Huawei Cloud,,On Ramp,Ulanqab,China,40.994785,113.132585,
Huawei Cloud,,On Ramp,Ulanqab,China,40.994785,113.132585,
Alibaba Cloud,,On Ramp,Wuhan,China,30.592849,114.305539,
Huawei Cloud,,On Ramp,Wuhan,China,30.592849,114.305539,
Huawei Cloud,,On Ramp,Wuhan,China,30.592849,114.305539,
Tencent Cloud,,On Ramp,Wuhan,China,30.592849,114.305539,
Huawei Cloud,,On Ramp,Wuhu,China,,,
Huawei Cloud,,On Ramp,Wuhu,China,,,
Huawei Cloud,,On Ramp,Wuhu,China,,,
Alibaba Cloud,,On Ramp,Xi'an,China,34.235395,108.908963,
Tencent Cloud,,On Ramp,Xi'an,China,34.235395,108.908963,
Amazon Web Services,,On Ramp,Yinchuan,China,38.467899,106.262299,
Amazon Web Services,,On Ramp,Yinchuan,China,38.467899,106.262299,
Alibaba Cloud,,On Ramp,Zhangjiakou,China,40.824418,114.887543,
Alibaba Cloud,,On Ramp,Zhangjiakou,China,40.824418,114.887543,
Alibaba Cloud,,On Ramp,Zhangjiakou,China,40.824418,114.887543,
Alibaba Cloud,,On Ramp,Zhengzhou,China,,,
Tencent Cloud,,On Ramp,Zhengzhou,China,,,
Amazon Web Services,,On Ramp,BogotÃ¡,Colombia,4.6747696,-74.1550367,
Google Cloud,,On Ramp,BogotÃ¡,Colombia,4.6747696,-74.1550367,
Google Cloud,,On Ramp,BogotÃ¡,Colombia,4.6747696,-74.1550367,
Oracle Cloud,,On Ramp,BogotÃ¡,Colombia,4.6747696,-74.1550367,
Oracle Cloud,,On Ramp,BogotÃ¡,Colombia,4.6747696,-74.1550367,
Amazon Web Services,,On Ramp,Prague,Czech Republic,50.0601656,14.4829317,
Google Cloud,,On Ramp,Prague,Czech Republic,50.0601656,14.4829317,
Amazon Web Services,,On Ramp,Copenhagen,Denmark,55.7284884,12.3761805,
Google Cloud,,On Ramp,Copenhagen,Denmark,55.7284884,12.3761805,
Microsoft Azure,,On Ramp,Copenhagen,Denmark,55.7284884,12.3761805,
Huawei Cloud,,On Ramp,Cairo,Egypt,30.083740,31.255360,
Amazon Web Services,,On Ramp,Helsinki,Finland,60.203031000000003,24.777861000000001,
Google Cloud,,On Ramp,Helsinki,Finland,60.203031000000003,24.777861000000001,
Google Cloud,,On Ramp,Helsinki,Finland,60.203031000000003,24.777861000000001,
OVH,,On Ramp,Lille,France,50.59097069032507,3.13448932612687,
Amazon Web Services,,On Ramp,Marseille,France,43.3109242,5.372926,
Google Cloud,,On Ramp,Marseille,France,43.3109242,5.372926,
Google Cloud,,On Ramp,Marseille,France,43.3109242,5.372926,
Microsoft Azure,,On Ramp,Marseille,France,43.3109242,5.372926,
Oracle Cloud,,On Ramp,Marseille,France,43.3109242,5.372926,
Amazon Web Services,,On Ramp,Paris,France,48.924907,2.403000,
Amazon Web Services,,On Ramp,Paris,France,48.924907,2.403000,
Amazon Web Services,,On Ramp,Paris,France,48.924907,2.403000,
Google Cloud,,On Ramp,Paris,France,48.924907,2.403000,
Google Cloud,,On Ramp,Paris,France,48.924907,2.403000,
Google Cloud,,On Ramp,Paris,France,48.924907,2.403000,
Google Cloud,,On Ramp,Paris,France,48.924907,2.403000,
IBM Cloud,,On Ramp,Paris,France,48.924907,2.403000,
IBM Cloud,,On Ramp,Paris,France,48.924907,2.403000,
IBM Cloud,,On Ramp,Paris,France,48.924907,2.403000,
Microsoft Azure,,On Ramp,Paris,France,48.924907,2.403000,
Microsoft Azure,,On Ramp,Paris,France,48.924907,2.403000,
Oracle Cloud,,On Ramp,Paris,France,48.924907,2.403000,
OVH,,On Ramp,Paris,France,48.924907,2.403000,
OVH,,On Ramp,Paris,France,48.924907,2.403000,
OVH,,On Ramp,Paris,France,48.924907,2.403000,
Amazon Web Services,,On Ramp,Berlin,Germany,52.50207270194395 ,13.369348294264048,
Google Cloud,,On Ramp,Berlin,Germany,52.50207270194395 ,13.369348294264048,
Google Cloud,,On Ramp,Berlin,Germany,52.50207270194395 ,13.369348294264048,
Microsoft Azure,,On Ramp,Berlin,Germany,52.50207270194395 ,13.369348294264048,
Google Cloud,,On Ramp,DÃ¼sseldorf,Germany,51.188268,6.8650715,
Alibaba Cloud,,On Ramp,Frankfurt,Germany,50.1282537731062,8.601467683791077,
Alibaba Cloud,,On Ramp,Frankfurt,Germany,50.1282537731062,8.601467683791077,
Amazon Web Services,,On Ramp,Frankfurt,Germany,50.1282537731062,8.601467683791077,
Amazon Web Services,,On Ramp,Frankfurt,Germany,50.1282537731062,8.601467683791077,
Google Cloud,,On Ramp,Frankfurt,Germany,50.1282537731062,8.601467683791077,
Google Cloud,,On Ramp,Frankfurt,Germany,50.1282537731062,8.601467683791077,
Google Cloud,,On Ramp,Frankfurt,Germany,50.1282537731062,8.601467683791077,
IBM Cloud,,On Ramp,Frankfurt,Germany,50.1282537731062,8.601467683791077,
IBM Cloud,,On Ramp,Frankfurt,Germany,50.1282537731062,8.601467683791077,
IBM Cloud,,On Ramp,Frankfurt,Germany,50.1282537731062,8.601467683791077,
IBM Cloud,,On Ramp,Frankfurt,Germany,50.1282537731062,8.601467683791077,
Microsoft Azure,,On Ramp,Frankfurt,Germany,50.1282537731062,8.601467683791077,
Microsoft Azure,,On Ramp,Frankfurt,Germany,50.1282537731062,8.601467683791077,
Oracle Cloud,,On Ramp,Frankfurt,Germany,50.1282537731062,8.601467683791077,
Oracle Cloud,,On Ramp,Frankfurt,Germany,50.1282537731062,8.601467683791077,
OVH,,On Ramp,Frankfurt,Germany,50.1282537731062,8.601467683791077,
Tencent Cloud,,On Ramp,Frankfurt,Germany,50.1282537731062,8.601467683791077,
Tencent Cloud,,On Ramp,Frankfurt,Germany,50.1282537731062,8.601467683791077,
Amazon Web Services,,On Ramp,Hamburg,Germany,53.638939,10.015626,
Google Cloud,,On Ramp,Hamburg,Germany,53.638939,10.015626,
Google Cloud,,On Ramp,Hamburg,Germany,53.638939,10.015626,
Amazon Web Services,,On Ramp,Munich,Germany,48.14381,11.55602,
Google Cloud,,On Ramp,Munich,Germany,48.14381,11.55602,
Microsoft Azure,,On Ramp,Munich,Germany,48.14381,11.55602,
Amazon Web Services,,On Ramp,Athens,Greece,37.8710369,23.8707349,
Google Cloud,,On Ramp,Athens,Greece,37.8710369,23.8707349,
Amazon Web Services,,On Ramp,Bangalore,India,12.966202,77.671876,
Amazon Web Services,,On Ramp,Chennai,India,13.0605657,80.2612642,
Google Cloud,,On Ramp,Chennai,India,13.0605657,80.2612642,
Google Cloud,,On Ramp,Chennai,India,13.0605657,80.2612642,
IBM Cloud,,On Ramp,Chennai,India,13.0605657,80.2612642,
Microsoft Azure,,On Ramp,Chennai,India,13.0605657,80.2612642,
Microsoft Azure,,On Ramp,Chennai,India,13.0605657,80.2612642,
Amazon Web Services,,On Ramp,Hyderabad,India,17.4410181,78.3778312,
Google Cloud,,On Ramp,Hyderabad,India,17.4410181,78.3778312,
Oracle Cloud,,On Ramp,Hyderabad,India,17.4410181,78.3778312,
Amazon Web Services,,On Ramp,Kolkata,India,22.5882689,88.3909508,
Amazon Web Services,,On Ramp,Mumbai,India,19.113897,72.892780,
Amazon Web Services,,On Ramp,Mumbai,India,19.113897,72.892780,
Amazon Web Services,,On Ramp,Mumbai,India,19.113897,72.892780,
Google Cloud,,On Ramp,Mumbai,India,19.113897,72.892780,
Google Cloud,,On Ramp,Mumbai,India,19.113897,72.892780,
IBM Cloud,,On Ramp,Mumbai,India,19.113897,72.892780,
Microsoft Azure,,On Ramp,Mumbai,India,19.113897,72.892780,
Microsoft Azure,,On Ramp,Mumbai,India,19.113897,72.892780,
Oracle Cloud,,On Ramp,Mumbai,India,19.113897,72.892780,
Oracle Cloud,,On Ramp,Mumbai,India,19.113897,72.892780,
OVH,,On Ramp,Mumbai,India,19.113897,72.892780,
Tencent Cloud,,On Ramp,Mumbai,India,19.113897,72.892780,
Tencent Cloud,,On Ramp,Mumbai,India,19.113897,72.892780,
Amazon Web Services,,On Ramp,New Delhi,India,28.5429133,77.2381605,
Google Cloud,,On Ramp,New Delhi,India,28.5429133,77.2381605,
Google Cloud,,On Ramp,New Delhi,India,28.5429133,77.2381605,
Microsoft Azure,,On Ramp,Pune,India,18.6040169,73.8622026,
Oracle Cloud,,On Ramp,Batam,Indonesia,1.1285454,104.05144,
Alibaba Cloud,,On Ramp,Jakarta,Indonesia,-6.238680,106.824063,
Alibaba Cloud,,On Ramp,Jakarta,Indonesia,-6.238680,106.824063,
Alibaba Cloud,,On Ramp,Jakarta,Indonesia,-6.238680,106.824063,
Amazon Web Services,,On Ramp,Jakarta,Indonesia,-6.238680,106.824063,
Amazon Web Services,,On Ramp,Jakarta,Indonesia,-6.238680,106.824063,
Google Cloud,,On Ramp,Jakarta,Indonesia,-6.238680,106.824063,
Google Cloud,,On Ramp,Jakarta,Indonesia,-6.238680,106.824063,
Huawei Cloud,,On Ramp,Jakarta,Indonesia,-6.238680,106.824063,
Huawei Cloud,,On Ramp,Jakarta,Indonesia,-6.238680,106.824063,
Microsoft Azure,,On Ramp,Jakarta,Indonesia,-6.238680,106.824063,
Tencent Cloud,,On Ramp,Jakarta,Indonesia,-6.238680,106.824063,
Tencent Cloud,,On Ramp,Jakarta,Indonesia,-6.238680,106.824063,
Amazon Web Services,,On Ramp,Dublin,Ireland,53.400181846259976,-6.216623019373875,
Amazon Web Services,,On Ramp,Dublin,Ireland,53.400181846259976,-6.216623019373875,
Amazon Web Services,,On Ramp,Dublin,Ireland,53.400181846259976,-6.216623019373875,
Google Cloud,,On Ramp,Dublin,Ireland,53.400181846259976,-6.216623019373875,
Microsoft Azure,,On Ramp,Dublin,Ireland,53.400181846259976,-6.216623019373875,
Microsoft Azure,,On Ramp,Dublin,Ireland,53.400181846259976,-6.216623019373875,
Amazon Web Services,,On Ramp,Haifa,Israel,32.770198489617556,34.96698999753257,
Oracle Cloud,,On Ramp,Jerusalem,Israel,31.80445463553626,35.211905642785155,
Google Cloud,,On Ramp,Modi'in-Maccabim-Re'ut,Israel,31.918398715199984,34.96167205881106,
Amazon Web Services,,On Ramp,Tel Aviv,Israel,32.0884756,34.8539642,
Google Cloud,,On Ramp,Tel Aviv,Israel,32.0884756,34.8539642,
Microsoft Azure,,On Ramp,Tel Aviv,Israel,32.0884756,34.8539642,
Microsoft Azure,,On Ramp,Tel Aviv,Israel,32.0884756,34.8539642,
Amazon Web Services,,On Ramp,Milan,Italy,45.4789921,9.1026941,
Amazon Web Services,,On Ramp,Milan,Italy,45.4789921,9.1026941,
Google Cloud,,On Ramp,Milan,Italy,45.4789921,9.1026941,
Google Cloud,,On Ramp,Milan,Italy,45.4789921,9.1026941,
Google Cloud,,On Ramp,Milan,Italy,45.4789921,9.1026941,
Google Cloud,,On Ramp,Milan,Italy,45.4789921,9.1026941,
IBM Cloud,,On Ramp,Milan,Italy,45.4789921,9.1026941,
IBM Cloud,,On Ramp,Milan,Italy,45.4789921,9.1026941,
Microsoft Azure,,On Ramp,Milan,Italy,45.4789921,9.1026941,
